number,name,type_1,type_2,abilities,hp,att,def,spa,spd,spe,bst,mean,standard_deviation,generation,experience_type,experience_to_level_100,final_evolution,catch_rate,legendary,mega_evolution,alolan_form,galarian_form,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,height,weight,bmi,bmi_clipped,atk_def_ratio,offensive_power,defensive_power
437,bronzong,steel,psychic,"['heatproof', 'heavy metal', 'levitate']",67,89,116,79,116,33,500,83.33333333333333,28.82514334550461,4.0,Medium Fast,1000000,1.0,90,0.0,0.0,0.0,0.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,1.3,187.0,110.7,100.0,0.7672413793103449,168,232
438,bonsly,rock,none,"['rattled', 'rock head', 'sturdy']",50,80,95,10,45,10,290,48.333333333333336,31.97221015541813,4.0,Medium Fast,1000000,0.0,255,0.0,0.0,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,15.0,60.0,60.0,0.8421052631578947,90,140
439,mime_jr.,psychic,fairy,"['filter', 'soundproof', 'technician']",20,25,45,70,90,60,310,51.66666666666666,24.60803843372233,4.0,Medium Fast,1000000,0.0,145,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.6,13.0,36.1,36.1,0.5555555555555556,95,135
440,happiny,normal,none,"['friend guard', 'natural cure', 'serene grace']",100,5,5,15,65,30,220,36.66666666666666,34.96029493900505,4.0,Fast,800000,0.0,130,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6,24.4,67.8,67.8,1.0,20,70
441,chatot,normal,flying,"['big pecks', 'keen eye', 'tangled feet']",76,65,45,92,42,91,411,68.5,19.92276754536544,4.0,Medium Slow,1059860,1.0,30,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,1.9,7.6,7.6,1.4444444444444444,157,87
442,spiritomb,ghost,dark,"['infiltrator', 'pressure']",50,92,108,92,108,35,485,80.83333333333333,28.215933245045942,4.0,Medium Fast,1000000,1.0,100,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,108.0,108.0,100.0,0.8518518518518519,184,216
443,gible,dragon,ground,"['rough skin', 'sand veil']",58,70,45,40,45,42,300,50.0,10.63014581273465,4.0,Slow,1250000,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.7,20.5,41.8,41.8,1.5555555555555556,110,90
444,gabite,dragon,ground,"['rough skin', 'sand veil']",68,90,65,50,55,82,410,68.33333333333333,14.031710119899458,4.0,Slow,1250000,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.4,56.0,28.6,28.6,1.3846153846153846,140,120
445,garchomp,dragon,ground,"['rough skin', 'sand veil']",108,130,95,80,85,102,600,100.0,16.421530582338136,4.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.9,95.0,26.3,26.3,1.368421052631579,210,180
445,mega_garchomp,dragon,ground,['sand force'],108,170,115,120,95,92,700,116.66666666666669,25.85644127786257,6.0,Slow,1250000,1.0,45,0.0,1.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.9,95.0,26.3,26.3,1.4782608695652173,290,210
446,munchlax,normal,none,"['gluttony', 'pickup', 'thick fat']",135,85,40,40,85,5,390,65.0,41.93248541803041,4.0,Slow,1250000,0.0,50,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6,105.0,291.7,100.0,2.125,125,125
447,riolu,fighting,none,"['inner focus', 'prankster', 'steadfast']",40,70,40,35,40,60,285,47.5,12.82900359861721,4.0,Medium Slow,1059860,0.0,75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.7,20.2,41.2,41.2,1.75,105,80
448,lucario,fighting,steel,"['inner focus', 'justified', 'steadfast']",70,110,70,115,70,90,525,87.5,19.09406539564933,4.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0,1.2,54.0,37.5,37.5,1.5714285714285714,225,140
448,mega_lucario,fighting,steel,['adaptability'],70,145,88,140,70,112,625,104.16666666666669,30.57459003086641,6.0,Medium Slow,1059860,1.0,45,0.0,1.0,0.0,0.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0,1.3,57.5,34.0,34.0,1.6477272727272727,285,158
449,hippopotas,ground,none,"['sand force', 'sand stream']",68,72,78,38,42,32,330,55.0,18.138357147217054,4.0,Slow,1250000,0.0,140,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8,49.5,77.3,77.3,0.9230769230769231,110,120
450,hippowdon,ground,none,"['sand force', 'sand stream']",108,112,118,68,72,47,525,87.5,26.493709945318468,4.0,Slow,1250000,1.0,60,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,300.0,75.0,75.0,0.9491525423728814,180,190
451,skorupi,poison,bug,"['battle armor', 'keen eye', 'sniper']",40,50,90,30,55,65,330,55.0,19.14854215512676,4.0,Slow,1250000,0.0,120,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0.8,12.0,18.8,18.8,0.5555555555555556,80,145
452,drapion,poison,dark,"['battle armor', 'keen eye', 'sniper']",70,90,110,60,75,95,500,83.33333333333333,16.74979270186815,4.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.3,61.5,36.4,36.4,0.8181818181818182,150,185
453,croagunk,poison,fighting,"['anticipation', 'dry skin', 'poison touch']",48,61,40,61,40,50,300,50.0,8.621678104251709,4.0,Medium Fast,1000000,0.0,140,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,0.7,23.0,46.9,46.9,1.525,122,80
454,toxicroak,poison,fighting,"['anticipation', 'dry skin', 'poison touch']",83,106,65,86,65,85,490,81.66666666666667,14.019827229875393,4.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,1.3,44.4,26.3,26.3,1.6307692307692307,192,130
455,carnivine,grass,none,['levitate'],74,100,72,90,72,46,454,75.66666666666667,16.868774571839992,4.0,Slow,1250000,1.0,200,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,27.0,13.8,13.8,1.3888888888888888,190,144
456,finneon,water,none,"['storm drain', 'swift swim', 'water veil']",49,49,56,49,61,66,330,55.0,6.6583281184793925,4.0,Erratic,600000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,7.0,43.8,43.8,0.875,98,117
457,lumineon,water,none,"['storm drain', 'swift swim', 'water veil']",69,69,76,69,86,91,460,76.66666666666667,8.844332774281066,4.0,Erratic,600000,1.0,75,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.2,24.0,16.7,16.7,0.9078947368421053,138,162
458,mantyke,water,flying,"['swift swim', 'water absorb', 'water veil']",45,20,50,60,120,50,345,57.5,30.516389039334257,4.0,Slow,1250000,0.0,25,0.0,0.0,0.0,0.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,65.0,65.0,65.0,0.4,80,170
459,snover,grass,ice,"['snow warning', 'soundproof']",60,62,50,62,60,40,334,55.66666666666666,8.117197107923946,4.0,Slow,1250000,0.0,120,0.0,0.0,0.0,0.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,50.5,50.5,50.5,1.24,124,110
460,abomasnow,grass,ice,"['snow warning', 'soundproof']",90,92,75,92,85,60,494,82.33333333333333,11.585431464655178,4.0,Slow,1250000,1.0,60,0.0,0.0,0.0,0.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.2,135.5,28.0,28.0,1.2266666666666666,184,160
460,mega_abomasnow,grass,ice,['snow warning'],90,132,105,132,105,30,594,99.0,34.38022687534217,6.0,Slow,1250000,1.0,60,0.0,1.0,0.0,0.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.7,185.0,25.4,25.4,1.2571428571428571,264,210
461,weavile,dark,ice,"['pickpocket', 'pressure']",70,120,65,45,85,125,510,85.0,29.011491975882016,4.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0,1.1,34.0,28.1,28.1,1.8461538461538463,165,150
462,magnezone,electric,steel,"['analytic', 'magnet pull', 'sturdy']",70,70,115,130,90,60,535,89.16666666666667,25.56310275029661,4.0,Medium Fast,1000000,1.0,30,0.0,0.0,0.0,0.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,1.2,180.0,125.0,100.0,0.6086956521739131,200,205
463,lickilicky,normal,none,"['cloud nine', 'oblivious', 'own tempo']",110,85,95,80,95,50,515,85.83333333333333,18.577914008006623,4.0,Medium Fast,1000000,1.0,30,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.7,140.0,48.4,48.4,0.8947368421052632,165,190
464,rhyperior,ground,rock,"['lightning rod', 'reckless', 'solid rock']",115,140,130,55,55,40,535,89.16666666666667,40.14729823481969,4.0,Slow,1250000,1.0,30,0.0,0.0,0.0,0.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,2.4,282.8,49.1,49.1,1.0769230769230769,195,185
465,tangrowth,grass,none,"['chlorophyll', 'leaf guard', 'regenerator']",100,100,125,110,50,50,535,89.16666666666667,28.92759159618297,4.0,Medium Fast,1000000,1.0,30,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,128.6,32.2,32.2,0.8,210,175
466,electivire,electric,none,"['motor drive', 'vital spirit']",75,123,67,95,85,95,540,90.0,17.879224442538515,4.0,Medium Fast,1000000,1.0,30,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.8,138.6,42.8,42.8,1.835820895522388,218,152
467,magmortar,fire,none,"['flame body', 'vital spirit']",75,95,67,125,95,83,540,90.0,18.610033136277146,4.0,Medium Fast,1000000,1.0,30,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.6,68.0,26.6,26.6,1.4179104477611941,220,162
468,togekiss,fairy,flying,"['hustle', 'serene grace', 'super luck']",85,50,95,120,115,80,545,90.83333333333331,23.348209543536505,4.0,Fast,800000,1.0,30,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0,1.5,38.0,16.9,16.9,0.5263157894736842,170,210
469,yanmega,bug,flying,"['frisk', 'speed boost', 'tinted lens']",86,76,86,116,56,95,515,85.83333333333333,18.169724513291023,4.0,Medium Fast,1000000,1.0,30,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,1.9,51.5,14.3,14.3,0.8837209302325582,192,142
470,leafeon,grass,none,"['chlorophyll', 'leaf guard']",65,110,130,60,65,95,525,87.5,26.25991876098121,4.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.5,25.5,25.5,0.8461538461538461,170,195
471,glaceon,ice,none,"['ice body', 'snow cloak']",65,60,110,130,95,65,525,87.5,26.25991876098121,4.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.8,25.9,40.5,40.5,0.5454545454545454,190,205
472,gliscor,ground,flying,"['hyper cutter', 'poison heal', 'sand veil']",75,95,125,45,75,95,510,85.0,24.49489742783178,4.0,Medium Slow,1059860,1.0,30,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,42.5,10.6,10.6,0.76,140,200
473,mamoswine,ice,ground,"['oblivious', 'snow cloak', 'thick fat']",110,130,80,70,60,80,530,88.33333333333333,24.09472049133493,4.0,Slow,1250000,1.0,50,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.5,291.0,46.6,46.6,1.625,200,140
474,porygon-z,normal,none,"['adaptability', 'analytic', 'download']",85,80,70,135,75,90,535,89.16666666666667,21.489661597046045,4.0,Medium Fast,1000000,1.0,30,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9,34.0,42.0,42.0,1.1428571428571428,215,145
475,gallade,psychic,fighting,"['justified', 'steadfast']",68,125,65,65,115,80,518,86.33333333333333,24.506235034283737,4.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.6,52.0,20.3,20.3,1.9230769230769231,190,180
475,mega_gallade,psychic,fighting,['inner focus'],68,165,95,65,115,110,618,103.0,33.590673308722664,6.0,Slow,1250000,1.0,45,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.6,56.4,22.0,22.0,1.736842105263158,230,210
476,probopass,rock,steel,"['magnet pull', 'sand force', 'sturdy']",60,55,145,75,150,40,525,87.5,43.66062299143245,4.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,0.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.4,340.0,173.5,100.0,0.3793103448275862,130,295
477,dusknoir,ghost,none,"['frisk', 'pressure']",45,100,135,65,135,45,525,87.5,38.26987501068344,4.0,Fast,800000,1.0,45,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,2.2,106.6,22.0,22.0,0.7407407407407407,165,270
478,froslass,ice,ghost,"['cursed body', 'snow cloak']",70,80,70,80,70,110,480,80.0,14.142135623730953,4.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0,1.3,26.6,15.7,15.7,1.1428571428571428,160,140
479,rotom,electric,ghost,['levitate'],50,50,77,95,77,91,440,73.33333333333333,17.78263822446552,4.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0,0.3,0.3,3.3,3.3,0.6493506493506493,145,154
479,rotom-wash,electric,water,['levitate'],50,65,107,105,107,86,520,86.66666666666667,22.276045928804827,4.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.3,0.3,3.3,3.3,0.6074766355140186,170,214
479,rotom-heat,electric,fire,['levitate'],50,65,107,105,107,86,520,86.66666666666667,22.276045928804827,4.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,0.5,0.5,0.5,1.0,1.0,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5,0.3,0.3,3.3,3.3,0.6074766355140186,170,214
479,rotom-mow,electric,grass,['levitate'],50,65,107,105,107,86,520,86.66666666666667,22.276045928804827,4.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.25,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3,0.3,3.3,3.3,0.6074766355140186,170,214
479,rotom-frost,electric,ice,['levitate'],50,65,107,105,107,86,520,86.66666666666667,22.276045928804827,4.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.5,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3,0.3,3.3,3.3,0.6074766355140186,170,214
479,rotom-fan,electric,flying,['levitate'],50,65,107,105,107,86,520,86.66666666666667,22.276045928804827,4.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0.3,0.3,3.3,3.3,0.6074766355140186,170,214
480,uxie,psychic,none,['levitate'],75,75,130,75,130,95,580,96.66666666666669,24.60803843372233,4.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.3,0.3,3.3,3.3,0.5769230769230769,150,260
481,mesprit,psychic,none,['levitate'],80,105,105,105,105,80,580,96.66666666666669,11.78511301977579,4.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.3,0.3,3.3,3.3,1.0,210,210
482,azelf,psychic,none,['levitate'],75,125,70,125,70,115,580,96.66666666666669,25.27625148017184,4.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.3,0.3,3.3,3.3,1.7857142857142858,250,140
483,dialga,steel,dragon,"['pressure', 'telepathy']",100,120,120,150,100,90,680,113.33333333333331,19.72026594366539,4.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,5.4,683.0,23.4,23.4,1.0,270,220
484,palkia,water,dragon,"['pressure', 'telepathy']",90,120,100,150,120,100,680,113.33333333333331,19.72026594366539,4.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,4.2,336.0,19.0,19.0,1.2,270,220
485,heatran,fire,steel,"['flame body', 'flash fire']",91,90,106,130,106,77,600,100.0,16.743157806499145,4.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,0.5,1.0,2.0,1.0,0.25,0.25,2.0,0.0,4.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.25,0.25,1.7,430.0,148.8,100.0,0.8490566037735849,220,212
486,regigigas,normal,none,['slow start'],110,160,110,80,110,100,670,111.66666666666669,24.094720491334936,4.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.7,420.0,30.7,30.7,1.4545454545454546,240,220
487,giratina,ghost,dragon,"['pressure', 'telepathy']",150,100,120,100,120,90,680,113.33333333333331,19.72026594366539,4.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0,4.5,750.0,37.0,37.0,0.8333333333333334,200,240
487,giratina-origin,dragon,ghost,['pressure'],150,120,100,120,100,90,680,113.33333333333331,19.72026594366539,4.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0,6.9,650.0,13.7,13.7,1.2,240,200
488,cresselia,psychic,none,['levitate'],120,70,120,75,130,85,600,100.0,23.9791576165636,4.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.5,85.6,38.0,38.0,0.5833333333333334,145,250
489,phione,water,none,['hydration'],80,80,80,80,80,80,480,80.0,0.0,4.0,Slow,1250000,1.0,30,1.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,3.1,19.4,19.4,1.0,160,160
490,manaphy,water,none,['hydration'],100,100,100,100,100,100,600,100.0,0.0,4.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3,1.4,15.6,15.6,1.0,200,200
491,darkrai,dark,none,['bad dreams'],70,90,90,135,90,125,600,100.0,22.54624876411447,4.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1.5,50.5,22.4,22.4,1.0,225,180
492,shaymin,grass,none,['natural cure'],100,100,100,100,100,100,600,100.0,0.0,4.0,Medium Slow,1059860,1.0,45,1.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,2.1,52.5,52.5,1.0,200,200
492,shaymin-sky,grass,flying,['serene grace'],100,103,75,120,75,127,600,100.0,19.949937343260004,4.0,Medium Slow,1059860,1.0,45,1.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.4,5.2,32.5,32.5,1.3733333333333333,223,150
493,arceus,normal,none,['multitype'],120,120,120,120,120,120,720,120.0,0.0,4.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.2,320.0,31.3,31.3,1.0,240,240
494,victini,psychic,fire,['victory star'],100,100,100,100,100,100,600,100.0,0.0,5.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,0.4,4.0,25.0,25.0,1.0,200,200
495,snivy,grass,none,"['contrary', 'overgrow']",45,45,55,45,55,63,308,51.333333333333336,6.871842709362768,5.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,8.1,22.5,22.5,0.8181818181818182,90,110
496,servine,grass,none,"['contrary', 'overgrow']",60,60,75,60,75,83,413,68.83333333333333,9.227073690444271,5.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,16.0,25.0,25.0,0.8,120,150
497,serperior,grass,none,"['contrary', 'overgrow']",75,75,95,75,95,113,528,88.0,14.317821063276352,5.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3,63.0,5.8,5.8,0.7894736842105263,150,190
